
="",="(1)"
="",="p524a1"

="p208a",="52.344**"
="",="(7.67)"

="p207",="270.330"
="",="(1.48)"

="_cons",="-820.267"
="",="(-2.17)"

="N",="25"

="t statistics in parentheses"
="* p<0.05, ** p<0.01, *** p<0.001"
