
="",="(1)"
="",="p524a1"

="p208a",="-45.028"
="",="(.)"

="p207",="2455.842"
="",="(.)"

="_cons",="114.564"
="",="(.)"

="N",="4"

="t statistics in parentheses"
="* p<0.05, ** p<0.01, *** p<0.001"
