
="",="(1)"
="",="p524a1"

="p208a",="-5.888"
="",="(.)"

="p207",="97.043"
="",="(.)"

="_cons",="229.249"
="",="(.)"

="N",="15"

="t statistics in parentheses"
="* p<0.05, ** p<0.01, *** p<0.001"
