
="",="(1)"
="",="p524a1"

="p208a",="5.241"
="",="(1.18)"

="p207",="-148.073"
="",="(-2.23)"

="_cons",="932.960***"
="",="(15.46)"

="N",="24"

="t statistics in parentheses"
="* p<0.05, ** p<0.01, *** p<0.001"
