
="",="(1)"
="",="p524a1"

="p208a",="27.132"
="",="(.)"

="p207",="461.939"
="",="(.)"

="_cons",="-619.204"
="",="(.)"

="N",="7"

="t statistics in parentheses"
="* p<0.05, ** p<0.01, *** p<0.001"
