
="",="(1)"
="",="p524a1"

="p208a",="28.179*"
="",="(3.70)"

="p207",="-736.291***"
="",="(-9.19)"

="_cons",="1345.019**"
="",="(6.44)"

="N",="37"

="t statistics in parentheses"
="* p<0.05, ** p<0.01, *** p<0.001"
