
="",="(1)"
="",="p524a1"

="p208a",="-1.111"
="",="(.)"

="p207",="-109.444"
="",="(.)"

="_cons",="330.556"
="",="(.)"

="N",="3"

="t statistics in parentheses"
="* p<0.05, ** p<0.01, *** p<0.001"
