
="",="(1)"
="",="p524a1"

="p208a",="18.621*"
="",="(2.18)"

="p207",="-425.038*"
="",="(-2.44)"

="_cons",="1073.895**"
="",="(3.10)"

="N",="109"

="t statistics in parentheses"
="* p<0.05, ** p<0.01, *** p<0.001"
