
="",="(1)"
="",="p524a1"

="p208a",="28.374"
="",="(1.90)"

="p207",="-159.562"
="",="(-1.05)"

="_cons",="34.100"
="",="(0.08)"

="N",="85"

="t statistics in parentheses"
="* p<0.05, ** p<0.01, *** p<0.001"
