
="",="(1)"
="",="p524a1"

="p208a",="40.111***"
="",="(3.83)"

="p207",="-609.922**"
="",="(-2.86)"

="_cons",="960.452*"
="",="(2.54)"

="N",="121"

="t statistics in parentheses"
="* p<0.05, ** p<0.01, *** p<0.001"
