
="",="(1)"
="",="p524a1"

="p208a",="16.146"
="",="(.)"

="p207",="-298.806"
="",="(.)"

="_cons",="300.911"
="",="(.)"

="N",="11"

="t statistics in parentheses"
="* p<0.05, ** p<0.01, *** p<0.001"
