
="",="(1)"
="",="p524a1"

="p208a",="3.171"
="",="(.)"

="p207",="304.634"
="",="(.)"

="_cons",="-251.220"
="",="(.)"

="N",="3"

="t statistics in parentheses"
="* p<0.05, ** p<0.01, *** p<0.001"
