
="",="(1)"
="",="p524a1"

="p208a",="9.534*"
="",="(2.57)"

="p207",="262.178"
="",="(1.39)"

="_cons",="202.816"
="",="(0.61)"

="N",="53"

="t statistics in parentheses"
="* p<0.05, ** p<0.01, *** p<0.001"
