
="",="(1)"
="",="p524a1"

="p208a",="69.687"
="",="(3.24)"

="p207",="-329.892"
="",="(-0.61)"

="_cons",="-1162.521"
="",="(-0.91)"

="N",="15"

="t statistics in parentheses"
="* p<0.05, ** p<0.01, *** p<0.001"
