
="",="(1)"
="",="p524a1"

="p208a",="64.894*"
="",="(2.84)"

="p207",="-597.424"
="",="(-1.14)"

="_cons",="976.963"
="",="(0.57)"

="N",="38"

="t statistics in parentheses"
="* p<0.05, ** p<0.01, *** p<0.001"
