
="",="(1)"
="",="p524a1"

="p208a",="38.016"
="",="(2.22)"

="p207",="948.464"
="",="(0.79)"

="_cons",="-1272.954"
="",="(-0.73)"

="N",="44"

="t statistics in parentheses"
="* p<0.05, ** p<0.01, *** p<0.001"
