
="",="(1)"
="",="p524a1"

="p208a",="-1.648"
="",="(.)"

="p207",="1361.173"
="",="(.)"

="_cons",="-679.179"
="",="(.)"

="N",="37"

="t statistics in parentheses"
="* p<0.05, ** p<0.01, *** p<0.001"
