
="",="(1)"
="",="p524a1"

="p208a",="-2.944"
="",="(-0.39)"

="p207",="1120.212"
="",="(5.33)"

="_cons",="-171.296"
="",="(-0.91)"

="N",="8"

="t statistics in parentheses"
="* p<0.05, ** p<0.01, *** p<0.001"
