
="",="(1)"
="",="p524a1"

="p208a",="-5.108"
="",="(-0.62)"

="p207",="-478.041"
="",="(-2.71)"

="_cons",="1303.997"
="",="(2.42)"

="N",="13"

="t statistics in parentheses"
="* p<0.05, ** p<0.01, *** p<0.001"
