
="",="(1)"
="",="p524a1"

="p208a",="-178.462"
="",="(.)"

="p207",="1312.438"
="",="(.)"

="_cons",="5033.517"
="",="(.)"

="N",="4"

="t statistics in parentheses"
="* p<0.05, ** p<0.01, *** p<0.001"
