
="",="(1)"
="",="p524a1"

="p208a",="12.473"
="",="(.)"

="p207",="174.593"
="",="(.)"

="_cons",="-613.475"
="",="(.)"

="N",="4"

="t statistics in parentheses"
="* p<0.05, ** p<0.01, *** p<0.001"
