
="",="(1)"
="",="p524a1"

="p208a",="10.486"
="",="(.)"

="p207",="-255.155"
="",="(.)"

="_cons",="1075.569"
="",="(.)"

="N",="10"

="t statistics in parentheses"
="* p<0.05, ** p<0.01, *** p<0.001"
