
="",="(1)"
="",="p524a1"

="p208a",="31.114"
="",="(.)"

="p207",="-28.673"
="",="(.)"

="_cons",="109.567"
="",="(.)"

="N",="219"

="t statistics in parentheses"
="* p<0.05, ** p<0.01, *** p<0.001"
