
="",="(1)"
="",="p524a1"

="p208a",="14.364"
="",="(.)"

="p207",="238.607"
="",="(.)"

="_cons",="-353.593"
="",="(.)"

="N",="5"

="t statistics in parentheses"
="* p<0.05, ** p<0.01, *** p<0.001"
