
="",="(1)"
="",="p524a1"

="p208a",="90.589"
="",="(0.92)"

="p207",="-998.497"
="",="(-0.98)"

="_cons",="1691.973"
="",="(1.06)"

="N",="17"

="t statistics in parentheses"
="* p<0.05, ** p<0.01, *** p<0.001"
